Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
209204_HY5CNBGXT_TCDM_2_F10_X4_24_1_o_GCCACA_S78_R1_001	5891550.0	68.0	4416926.0	74.97	68.45	189021.0	181202.0	186138.0	2665.0	70.0	148.0	0.64	0.05	2.5	0.03	1.58	164618.0	2.79	11529.0	0.2	0.2	19.7	2.14	11783	1160617	126077
209205_HY5CNBGXT_TCDM_2_G10_A27_4_2_i_CATCTA_S79_R1_001	6491251.0	69.0	5227893.0	80.54	69.3	219924.0	210174.0	216719.0	2992.0	96.0	117.0	0.62	0.03	2.27	0.04	1.92	168322.0	2.59	12780.0	0.2	0.11	15.13	1.43	7141	982276	92839
209206_HY5CNBGXT_TCDM_2_H10_A27_4_3_i_AACAAG_S80_R1_001	6311019.0	68.0	4639483.0	73.51	68.09	206854.0	197311.0	203850.0	2792.0	88.0	124.0	0.67	0.04	2.5	0.04	1.92	173645.0	2.75	14992.0	0.24	0.14	19.92	3.44	8834	1256994	217071
209207_HY5CNBGXT_TCDM_2_A11_X4_24_2_o_GCAGCC_S81_R1_001	5618798.0	70.0	5216954.0	92.85	70.44	103050.0	96758.0	101402.0	1475.0	46.0	127.0	0.55	0.05	2.25	0.03	1.58	120316.0	2.14	4653.0	0.08	0.12	4.64	0.17	6739	260588	9547
209208_HY5CNBGXT_TCDM_2_B11_X4_24_1_i_ACTCTT_S82_R1_001	5729266.0	70.0	5390761.0	94.09	70.59	58627.0	55096.0	57644.0	718.0	30.0	235.0	0.53	0.04	2.19	0.03	1.58	126295.0	2.2	3881.0	0.07	0.04	3.51	0.09	2289	200889	5151
209209_HY5CNBGXT_TCDM_2_C11_X5_36_3_o_TGCTAT_S83_R1_001	44467.0	66.0	29876.0	67.19	66.94	1068.0	1026.0	1048.0	19.0	1.0	0.0	0.65	0.04	2.27	0.03	1.73	1226.0	2.76	103.0	0.23	0.09	28.48	1.26	40	12662	560
209210_HY5CNBGXT_TCDM_2_D11_X4_24_2_i_AAGTGG_S84_R1_001	4592831.0	68.0	3840143.0	83.61	68.37	137568.0	133412.0	135627.0	1753.0	33.0	155.0	0.54	0.05	2.43	0.02	1.48	98146.0	2.14	6005.0	0.13	0.1	12.46	1.56	4593	572293	71651
209211_HY5CNBGXT_TCDM_2_E11_X4_24_3_o_CTCATA_S85_R1_001	5608477.0	70.0	4751023.0	84.71	70.24	163081.0	153142.0	160656.0	2211.0	56.0	158.0	0.59	0.05	2.25	0.03	1.59	151090.0	2.69	7136.0	0.13	0.13	11.05	1.29	7289	619605	72334
209212_HY5CNBGXT_TCDM_2_F11_BLANK_AATCCG_S86_R1_001	16774.0	66.0	9906.0	59.06	67.24	372.0	355.0	366.0	6.0	0.0	0.0	0.8	0.04	2.13	0.03	1.87	602.0	3.59	41.0	0.24	0.12	35.25	1.74	20	5913	292
209213_HY5CNBGXT_TCDM_2_G11_A03_4_1_i_GGCCAA_S87_R1_001	4898065.0	70.0	4394995.0	89.73	69.81	111478.0	105675.0	109873.0	1422.0	47.0	136.0	0.59	0.04	2.11	0.03	1.61	102830.0	2.1	4782.0	0.1	0.07	7.5	0.51	3426	367071	24961
209214_HY5CNBGXT_TCDM_2_H11_X8_37_2_i_AGACCA_S88_R1_001	5432062.0	69.0	4164940.0	76.67	69.72	148107.0	138882.0	145490.0	2406.0	80.0	131.0	0.65	0.04	2.0	0.05	1.99	187975.0	3.46	8204.0	0.15	0.12	16.64	2.96	6517	903676	160750
209215_HY5CNBGXT_TCDM_2_A12_X4_24_3_i_CGCGGA_S89_R1_001	6852861.0	70.0	5997913.0	87.52	70.03	198314.0	189938.0	195162.0	2883.0	74.0	195.0	0.56	0.05	2.31	0.03	1.54	157047.0	2.29	8715.0	0.13	0.13	9.13	0.79	8915	626096	54175
209216_HY5CNBGXT_TCDM_2_B12_X8_37_3_o_CCTGCT_S90_R1_001	5458414.0	69.0	4584865.0	84.0	69.15	152464.0	145957.0	150119.0	2155.0	63.0	127.0	0.58	0.04	2.08	0.04	1.95	149851.0	2.75	7523.0	0.14	0.08	12.14	0.9	4367	662680	49128
209217_HY5CNBGXT_TCDM_2_C12_X8_37_2_o_GCGCTG_S91_R1_001	4920329.0	70.0	4097186.0	83.27	69.77	140110.0	132371.0	137800.0	2102.0	78.0	130.0	0.6	0.04	2.06	0.04	2.01	144646.0	2.94	7832.0	0.16	0.11	12.42	1.1	5413	611127	54126
209218_HY5CNBGXT_TCDM_2_D12_X8_37_1_o_GAACCT_S92_R1_001	5098662.0	70.0	4301325.0	84.36	70.22	131273.0	123339.0	129110.0	2018.0	51.0	94.0	0.59	0.04	1.98	0.04	2.01	152985.0	3.0	6788.0	0.13	0.1	11.5	0.91	5096	586090	46378
209219_HY5CNBGXT_TCDM_2_E12_X8_37_3_i_TTCGAG_S93_R1_001	6556810.0	70.0	5733542.0	87.44	70.28	162496.0	154635.0	159810.0	2468.0	72.0	146.0	0.57	0.04	2.01	0.04	1.85	175923.0	2.68	6592.0	0.1	0.08	9.14	0.56	5241	598822	36689
209220_HY5CNBGXT_TCDM_2_F12_C14_4_1_i_AGAATC_S94_R1_001	6184983.0	70.0	5278916.0	85.35	69.95	157319.0	149152.0	154857.0	2264.0	78.0	120.0	0.58	0.04	1.92	0.04	2.01	173829.0	2.81	7286.0	0.12	0.09	10.92	0.71	5567	675467	43918
209221_HY5CNBGXT_TCDM_2_G12_X8_37_1_i_AGGCAT_S95_R1_001	4587710.0	69.0	4035667.0	87.97	69.2	110171.0	104751.0	108701.0	1353.0	29.0	88.0	0.52	0.04	2.13	0.03	1.81	97067.0	2.12	4425.0	0.1	0.08	9.17	0.57	3670	420728	26152
209222_HY5CNBGXT_TCDM_2_H12_C14_4_1_o_ACACGC_S96_R1_001	6165452.0	69.0	5323466.0	86.34	69.28	147211.0	139629.0	145153.0	1871.0	44.0	143.0	0.51	0.04	2.19	0.03	1.81	137795.0	2.23	6855.0	0.11	0.09	10.47	0.75	5549	645544	46242
